time,realization,y,x,smdi
2023-03-08,5,14.37917013,-89.07083707999999,
2023-03-08,6,14.37917013,-89.07083707999999,
2023-03-08,7,14.37917013,-89.07083707999999,
2023-03-08,8,14.37917013,-89.07083707999999,
2023-03-08,9,14.37917013,-89.07083707999999,
2023-03-08,10,14.37917013,-89.07083707999999,
2023-03-08,11,14.37917013,-89.07083707999999,
2023-03-08,12,14.37917013,-89.07083707999999,
2023-03-08,13,14.37917013,-89.07083707999999,
2023-03-08,14,14.37917013,-89.07083707999999,
2023-03-08,15,14.37917013,-89.07083707999999,
2023-03-08,16,14.37917013,-89.07083707999999,
2023-03-08,17,14.37917013,-89.07083707999999,
2023-03-08,18,14.37917013,-89.07083707999999,
2023-03-08,19,14.37917013,-89.07083707999999,
2023-03-08,20,14.37917013,-89.07083707999999,
2023-03-08,21,14.37917013,-89.07083707999999,
2023-03-08,22,14.37917013,-89.07083707999999,
2023-03-08,23,14.37917013,-89.07083707999999,
2023-03-08,24,14.37917013,-89.07083707999999,
2023-03-08,25,14.37917013,-89.07083707999999,
2023-03-08,26,14.37917013,-89.07083707999999,
2023-03-08,27,14.37917013,-89.07083707999999,
2023-03-08,28,14.37917013,-89.07083707999999,
2023-03-08,29,14.37917013,-89.07083707999999,
2023-03-08,30,14.37917013,-89.07083707999999,
2023-03-08,31,14.37917013,-89.07083707999999,
2023-03-08,32,14.37917013,-89.07083707999999,
2023-03-08,33,14.37917013,-89.07083707999999,
2023-03-08,34,14.37917013,-89.07083707999999,
2023-03-08,35,14.37917013,-89.07083707999999,
2023-03-08,36,14.37917013,-89.07083707999999,
2023-03-08,37,14.37917013,-89.07083707999999,
2023-03-08,38,14.37917013,-89.07083707999999,
2023-03-08,39,14.37917013,-89.07083707999999,
2023-03-08,40,14.37917013,-89.07083707999999,
2023-03-08,41,14.37917013,-89.07083707999999,
2023-03-08,42,14.37917013,-89.07083707999999,
2023-03-08,43,14.37917013,-89.07083707999999,
2023-03-08,44,14.37917013,-89.07083707999999,
2023-03-08,45,14.37917013,-89.07083707999999,
2023-03-08,46,14.37917013,-89.07083707999999,
2023-03-08,47,14.37917013,-89.07083707999999,
2023-03-08,48,14.37917013,-89.07083707999999,
2023-03-08,49,14.37917013,-89.07083707999999,
2023-03-08,50,14.37917013,-89.07083707999999,
2023-03-09,0,14.37917013,-89.07083707999999,
2023-03-09,1,14.37917013,-89.07083707999999,
2023-03-09,2,14.37917013,-89.07083707999999,
2023-03-09,3,14.37917013,-89.07083707999999,
2023-03-09,4,14.37917013,-89.07083707999999,
2023-03-09,5,14.37917013,-89.07083707999999,
2023-03-09,6,14.37917013,-89.07083707999999,
2023-03-09,7,14.37917013,-89.07083707999999,
2023-03-09,8,14.37917013,-89.07083707999999,
2023-03-09,9,14.37917013,-89.07083707999999,
2023-03-09,10,14.37917013,-89.07083707999999,
2023-03-09,11,14.37917013,-89.07083707999999,
2023-03-09,12,14.37917013,-89.07083707999999,
2023-03-09,13,14.37917013,-89.07083707999999,
2023-03-09,14,14.37917013,-89.07083707999999,
2023-03-09,15,14.37917013,-89.07083707999999,
2023-03-09,16,14.37917013,-89.07083707999999,
2023-03-09,17,14.37917013,-89.07083707999999,
2023-03-09,18,14.37917013,-89.07083707999999,
2023-03-09,19,14.37917013,-89.07083707999999,
2023-03-09,20,14.37917013,-89.07083707999999,
2023-03-09,21,14.37917013,-89.07083707999999,
2023-03-09,22,14.37917013,-89.07083707999999,
2023-03-09,23,14.37917013,-89.07083707999999,
2023-03-09,24,14.37917013,-89.07083707999999,
2023-03-09,25,14.37917013,-89.07083707999999,
2023-03-09,26,14.37917013,-89.07083707999999,
2023-03-09,27,14.37917013,-89.07083707999999,
2023-03-09,28,14.37917013,-89.07083707999999,
2023-03-09,29,14.37917013,-89.07083707999999,
2023-03-09,30,14.37917013,-89.07083707999999,
2023-03-09,31,14.37917013,-89.07083707999999,
2023-03-09,32,14.37917013,-89.07083707999999,
2023-03-09,33,14.37917013,-89.07083707999999,
2023-03-09,34,14.37917013,-89.07083707999999,
2023-03-09,35,14.37917013,-89.07083707999999,
2023-03-09,36,14.37917013,-89.07083707999999,
2023-03-09,37,14.37917013,-89.07083707999999,
2023-03-09,38,14.37917013,-89.07083707999999,
2023-03-09,39,14.37917013,-89.07083707999999,
2023-03-09,40,14.37917013,-89.07083707999999,
2023-03-09,41,14.37917013,-89.07083707999999,
2023-03-09,42,14.37917013,-89.07083707999999,
2023-03-09,43,14.37917013,-89.07083707999999,
2023-03-09,44,14.37917013,-89.07083707999999,
2023-03-09,45,14.37917013,-89.07083707999999,
2023-03-09,46,14.37917013,-89.07083707999999,
2023-03-09,47,14.37917013,-89.07083707999999,
2023-03-09,48,14.37917013,-89.07083707999999,
2023-03-09,49,14.37917013,-89.07083707999999,
2023-03-09,50,14.37917013,-89.07083707999999,
2023-03-10,0,14.37917013,-89.07083707999999,
2023-03-10,1,14.37917013,-89.07083707999999,
2023-03-10,2,14.37917013,-89.07083707999999,
2023-03-10,3,14.37917013,-89.07083707999999,
2023-03-10,4,14.37917013,-89.07083707999999,
2023-03-10,5,14.37917013,-89.07083707999999,
2023-03-10,6,14.37917013,-89.07083707999999,
2023-03-10,7,14.37917013,-89.07083707999999,
2023-03-10,8,14.37917013,-89.07083707999999,
2023-03-10,9,14.37917013,-89.07083707999999,
2023-03-10,10,14.37917013,-89.07083707999999,
2023-03-10,11,14.37917013,-89.07083707999999,
2023-03-10,12,14.37917013,-89.07083707999999,
2023-03-10,13,14.37917013,-89.07083707999999,
2023-03-10,14,14.37917013,-89.07083707999999,
2023-03-10,15,14.37917013,-89.07083707999999,
2023-03-10,16,14.37917013,-89.07083707999999,
2023-03-10,17,14.37917013,-89.07083707999999,
2023-03-10,18,14.37917013,-89.07083707999999,
2023-03-10,19,14.37917013,-89.07083707999999,
2023-03-10,20,14.37917013,-89.07083707999999,
2023-03-10,21,14.37917013,-89.07083707999999,
2023-03-10,22,14.37917013,-89.07083707999999,
2023-03-10,23,14.37917013,-89.07083707999999,
2023-03-10,24,14.37917013,-89.07083707999999,
2023-03-10,25,14.37917013,-89.07083707999999,
2023-03-10,26,14.37917013,-89.07083707999999,
2023-03-10,27,14.37917013,-89.07083707999999,
2023-03-10,28,14.37917013,-89.07083707999999,
2023-03-10,29,14.37917013,-89.07083707999999,
2023-03-10,30,14.37917013,-89.07083707999999,
2023-03-10,31,14.37917013,-89.07083707999999,
2023-03-10,32,14.37917013,-89.07083707999999,
2023-03-10,33,14.37917013,-89.07083707999999,
2023-03-10,34,14.37917013,-89.07083707999999,
2023-03-10,35,14.37917013,-89.07083707999999,
2023-03-10,36,14.37917013,-89.07083707999999,
2023-03-10,37,14.37917013,-89.07083707999999,
2023-03-10,38,14.37917013,-89.07083707999999,
2023-03-10,39,14.37917013,-89.07083707999999,
2023-03-10,40,14.37917013,-89.07083707999999,
2023-03-10,41,14.37917013,-89.07083707999999,
2023-03-10,42,14.37917013,-89.07083707999999,
2023-03-10,43,14.37917013,-89.07083707999999,
2023-03-10,44,14.37917013,-89.07083707999999,
2023-03-10,45,14.37917013,-89.07083707999999,
2023-03-10,46,14.37917013,-89.07083707999999,
2023-03-10,47,14.37917013,-89.07083707999999,
2023-03-10,48,14.37917013,-89.07083707999999,
2023-03-10,49,14.37917013,-89.07083707999999,
2023-03-10,50,14.37917013,-89.07083707999999,
2023-03-11,0,14.37917013,-89.07083707999999,
2023-03-11,1,14.37917013,-89.07083707999999,
2023-03-11,2,14.37917013,-89.07083707999999,
2023-03-11,3,14.37917013,-89.07083707999999,
2023-03-11,4,14.37917013,-89.07083707999999,
2023-03-11,5,14.37917013,-89.07083707999999,
2023-03-11,6,14.37917013,-89.07083707999999,
2023-03-11,7,14.37917013,-89.07083707999999,
2023-03-11,8,14.37917013,-89.07083707999999,
2023-03-11,9,14.37917013,-89.07083707999999,
2023-03-11,10,14.37917013,-89.07083707999999,
2023-03-11,11,14.37917013,-89.07083707999999,
2023-03-11,12,14.37917013,-89.07083707999999,
2023-03-11,13,14.37917013,-89.07083707999999,
2023-03-11,14,14.37917013,-89.07083707999999,
2023-03-11,15,14.37917013,-89.07083707999999,
2023-03-11,16,14.37917013,-89.07083707999999,
2023-03-11,17,14.37917013,-89.07083707999999,
2023-03-11,18,14.37917013,-89.07083707999999,
2023-03-11,19,14.37917013,-89.07083707999999,
2023-03-11,20,14.37917013,-89.07083707999999,
2023-03-11,21,14.37917013,-89.07083707999999,
2023-03-11,22,14.37917013,-89.07083707999999,
2023-03-11,23,14.37917013,-89.07083707999999,
2023-03-11,24,14.37917013,-89.07083707999999,
2023-03-11,25,14.37917013,-89.07083707999999,
2023-03-11,26,14.37917013,-89.07083707999999,
2023-03-11,27,14.37917013,-89.07083707999999,
2023-03-11,28,14.37917013,-89.07083707999999,
2023-03-11,29,14.37917013,-89.07083707999999,
2023-03-11,30,14.37917013,-89.07083707999999,
2023-03-11,31,14.37917013,-89.07083707999999,
2023-03-11,32,14.37917013,-89.07083707999999,
2023-03-11,33,14.37917013,-89.07083707999999,
2023-03-11,34,14.37917013,-89.07083707999999,
2023-03-11,35,14.37917013,-89.07083707999999,
2023-03-11,36,14.37917013,-89.07083707999999,
2023-03-11,37,14.37917013,-89.07083707999999,
2023-03-11,38,14.37917013,-89.07083707999999,
2023-03-11,39,14.37917013,-89.07083707999999,
2023-03-11,40,14.37917013,-89.07083707999999,
2023-03-11,41,14.37917013,-89.07083707999999,
2023-03-11,42,14.37917013,-89.07083707999999,
2023-03-11,43,14.37917013,-89.07083707999999,
2023-03-11,44,14.37917013,-89.07083707999999,
2023-03-11,45,14.37917013,-89.07083707999999,
2023-03-11,46,14.37917013,-89.07083707999999,
2023-03-11,47,14.37917013,-89.07083707999999,
2023-03-11,48,14.37917013,-89.07083707999999,
2023-03-11,49,14.37917013,-89.07083707999999,
2023-03-11,50,14.37917013,-89.07083707999999,
2023-03-12,0,14.37917013,-89.07083707999999,-3.68
2023-03-12,1,14.37917013,-89.07083707999999,-3.68
2023-03-12,2,14.37917013,-89.07083707999999,-3.56
2023-03-12,3,14.37917013,-89.07083707999999,-3.65
2023-03-12,4,14.37917013,-89.07083707999999,-3.59
2023-03-12,5,14.37917013,-89.07083707999999,-3.66
2023-03-12,6,14.37917013,-89.07083707999999,-3.45
2023-03-12,7,14.37917013,-89.07083707999999,-3.26
2023-03-12,8,14.37917013,-89.07083707999999,-3.61
2023-03-12,9,14.37917013,-89.07083707999999,-3.67
2023-03-12,10,14.37917013,-89.07083707999999,-3.65
2023-03-12,11,14.37917013,-89.07083707999999,-3.67
2023-03-12,12,14.37917013,-89.07083707999999,-3.68
2023-03-12,13,14.37917013,-89.07083707999999,-3.68
2023-03-12,14,14.37917013,-89.07083707999999,-3.47
2023-03-12,15,14.37917013,-89.07083707999999,-3.56
2023-03-12,16,14.37917013,-89.07083707999999,-3.17
2023-03-12,17,14.37917013,-89.07083707999999,-3.62
2023-03-12,18,14.37917013,-89.07083707999999,-3.58
2023-03-12,19,14.37917013,-89.07083707999999,-3.49
2023-03-12,20,14.37917013,-89.07083707999999,-3.63
2023-03-12,21,14.37917013,-89.07083707999999,-3.67
2023-03-12,22,14.37917013,-89.07083707999999,-3.54
2023-03-12,23,14.37917013,-89.07083707999999,-3.58
2023-03-12,24,14.37917013,-89.07083707999999,-3.66
2023-03-12,25,14.37917013,-89.07083707999999,-3.57
2023-03-12,26,14.37917013,-89.07083707999999,-3.66
2023-03-12,27,14.37917013,-89.07083707999999,-3.67
2023-03-12,28,14.37917013,-89.07083707999999,-3.64
2023-03-12,29,14.37917013,-89.07083707999999,-3.46
2023-03-12,30,14.37917013,-89.07083707999999,-3.68
2023-03-12,31,14.37917013,-89.07083707999999,-3.55
2023-03-12,32,14.37917013,-89.07083707999999,-3.6
2023-03-12,33,14.37917013,-89.07083707999999,-3.68
2023-03-12,34,14.37917013,-89.07083707999999,-3.32
2023-03-12,35,14.37917013,-89.07083707999999,-3.64
2023-03-12,36,14.37917013,-89.07083707999999,-3.5
2023-03-12,37,14.37917013,-89.07083707999999,-3.65
2023-03-12,38,14.37917013,-89.07083707999999,-3.63
2023-03-12,39,14.37917013,-89.07083707999999,-3.66
2023-03-12,40,14.37917013,-89.07083707999999,-3.62
2023-03-12,41,14.37917013,-89.07083707999999,-3.63
2023-03-12,42,14.37917013,-89.07083707999999,-3.64
2023-03-12,43,14.37917013,-89.07083707999999,-3.59
2023-03-12,44,14.37917013,-89.07083707999999,-3.64
2023-03-12,45,14.37917013,-89.07083707999999,-3.62
2023-03-12,46,14.37917013,-89.07083707999999,-3.59
2023-03-12,47,14.37917013,-89.07083707999999,-3.67
2023-03-12,48,14.37917013,-89.07083707999999,-3.66
2023-03-12,49,14.37917013,-89.07083707999999,-3.68
2023-03-12,50,14.37917013,-89.07083707999999,-3.68
2023-03-13,0,14.37917013,-89.07083707999999,-1.75
2023-03-13,1,14.37917013,-89.07083707999999,-1.75
2023-03-13,2,14.37917013,-89.07083707999999,-1.54
2023-03-13,3,14.37917013,-89.07083707999999,-1.69
2023-03-13,4,14.37917013,-89.07083707999999,-1.3
2023-03-13,5,14.37917013,-89.07083707999999,-1.69
2023-03-13,6,14.37917013,-89.07083707999999,-1.44
2023-03-13,7,14.37917013,-89.07083707999999,-1.28
2023-03-13,8,14.37917013,-89.07083707999999,-1.67
2023-03-13,9,14.37917013,-89.07083707999999,-1.74
2023-03-13,10,14.37917013,-89.07083707999999,-1.7
2023-03-13,11,14.37917013,-89.07083707999999,-1.73
2023-03-13,12,14.37917013,-89.07083707999999,-1.75
2023-03-13,13,14.37917013,-89.07083707999999,-1.75
2023-03-13,14,14.37917013,-89.07083707999999,-1.49
2023-03-13,15,14.37917013,-89.07083707999999,-1.61
2023-03-13,16,14.37917013,-89.07083707999999,-1.1
2023-03-13,17,14.37917013,-89.07083707999999,-1.67
2023-03-13,18,14.37917013,-89.07083707999999,-1.59
2023-03-13,19,14.37917013,-89.07083707999999,-1.46
2023-03-13,20,14.37917013,-89.07083707999999,-1.6
2023-03-13,21,14.37917013,-89.07083707999999,-1.74
2023-03-13,22,14.37917013,-89.07083707999999,-1.29
2023-03-13,23,14.37917013,-89.07083707999999,-1.58
2023-03-13,24,14.37917013,-89.07083707999999,-1.59
2023-03-13,25,14.37917013,-89.07083707999999,-1.62
2023-03-13,26,14.37917013,-89.07083707999999,-1.71
2023-03-13,27,14.37917013,-89.07083707999999,-1.74
2023-03-13,28,14.37917013,-89.07083707999999,-1.66
2023-03-13,29,14.37917013,-89.07083707999999,-1.33
2023-03-13,30,14.37917013,-89.07083707999999,-1.75
2023-03-13,31,14.37917013,-89.07083707999999,-1.57
2023-03-13,32,14.37917013,-89.07083707999999,-1.63
2023-03-13,33,14.37917013,-89.07083707999999,-1.72
2023-03-13,34,14.37917013,-89.07083707999999,-1.28
